Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Patrick DeKelly,expert,23,17,
Function in Python,kunal rawal,novice,2,1,Vibhor Jain,expert,188,187,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,AmirH,expert,315,277,
Do we have a cold start problem?,RodH,contributor,28,25,RodH,contributor,28,25,
What a surprise,CPMP,grandmaster,4678,4447,Rohit Agarwal,contributor,34,29,
Dexter's Lab is back!,Jiwei Liu,grandmaster,1105,992,ChrisCC,master,49,44,
How did you picked your best public selections !!,Manoj,expert,325,269,Frank Puk,contributor,149,135,
Sharing a small Python lib for simplify working with the entities in this project,Matt Hagy,expert,22,16,Matthew Chatham,contributor,85,78,
Find something wired with CNN,bochuanwu,novice,11,10,li,expert,6,5,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Fredrik Jonsson,expert,265,260,
1st solution(classification) && code,earhian,master,53,52,Mikel,contributor,3,3,
About Public/Private data,Yangwoo Kim,contributor,14,12,Benjamin Minixhofer,expert,139,137,
Japan rules this competition.,CPMP,grandmaster,4678,4447,Aman.cyberia,expert,80,53,
Is there a way to commit kernels without running them again?,Niranjan,novice,5,3,Nanashi,expert,230,186,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,Nanashi,expert,230,186,
lgb: Which hyperparameters to tune and what tools do you use for tunning?,xiaohuihui,novice,21,19,u1234x1234,master,16,15,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Thy Tran,novice,1,1,
Literature to gain more knowledge on the subject,Devesh Bachhawat,novice,2,0,Zelazny7,novice,6,6,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Remya Elizabeth Mathew,novice,2,2,
Function in Python,kunal rawal,novice,2,1,kunal rawal,novice,2,1,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,MJ Bahmani,grandmaster,527,511,
Do we have a cold start problem?,RodH,contributor,28,25,Paul Mooney,staff,1057,1022,
What a surprise,CPMP,grandmaster,4678,4447,JM100,contributor,115,97,
Dexter's Lab is back!,Jiwei Liu,grandmaster,1105,992,Fredrik Jonsson,expert,265,260,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
Can't view kernel commits.,Tomas Rasymas,contributor,4,3,Camilo Vega Ramirez,contributor,7,7,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Grzegorz Sionkowski,expert,394,383,
1st solution(classification) && code,earhian,master,53,52,old-ufo,master,139,126,
About Public/Private data,Yangwoo Kim,contributor,14,12,wakame,expert,28,25,
Japan rules this competition.,CPMP,grandmaster,4678,4447,Jiwei Liu,grandmaster,1105,992,
When using DecisionTree and RandomForest classifier, do we need onehot encoding/Label encoding to be done on categorical data,Dilip,novice,20,10,Pritesh Shrivastava,contributor,109,107,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,Ruba,contributor,9,8,
lgb: Which hyperparameters to tune and what tools do you use for tunning?,xiaohuihui,novice,21,19,Kyle Peters,expert,119,98,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Alex Ortner,novice,1,1,
Thoughts on what to explore next?,Sudeep Shukla,contributor,23,19,CPMP,grandmaster,4678,4447,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Remya Elizabeth Mathew,novice,2,2,
Enriching node attribute vectors ??,Gauthier Perrod,novice,1,0,Antoine,novice,26,24,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Rob Mulla,expert,267,252,
Do we have a cold start problem?,RodH,contributor,28,25,Daniel Becker,contributor,12,12,
What a surprise,CPMP,grandmaster,4678,4447,Juan Carlos Galvez,expert,19,18,
Dexter's Lab is back!,Jiwei Liu,grandmaster,1105,992,RVPrakash,novice,47,44,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
Can't view kernel commits.,Tomas Rasymas,contributor,4,3,Peter Vera,staff,1,1,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Farzad,contributor,6,5,
1st solution(classification) && code,earhian,master,53,52,Jaehyun Park,expert,1,1,
About Public/Private data,Yangwoo Kim,contributor,14,12,Yangwoo Kim,contributor,14,12,
Japan rules this competition.,CPMP,grandmaster,4678,4447,CPMP,grandmaster,4678,4447,
Run kernel take longer than 9 hours,Uysim,contributor,64,54,Vibhor Jain,expert,188,187,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,AnjanHarish,novice,1,1,
lgb: Which hyperparameters to tune and what tools do you use for tunning?,xiaohuihui,novice,21,19,Thomas Nelson,expert,114,101,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Mr. Anderson,novice,3,3,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,ahha,novice,2,2,
Need help understanding this expression,Aaron Sang,novice,2,1,Vishal R,contributor,47,36,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,ryches,master,131,118,
sample submission,gartina,novice,2,1,Lars-Petter Andersen,novice,1,1,
What a surprise,CPMP,grandmaster,4678,4447,Pankaj Telang,novice,4,3,
Dexter's Lab is back!,Jiwei Liu,grandmaster,1105,992,CPMP,grandmaster,4678,4447,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
Can't view kernel commits.,Tomas Rasymas,contributor,4,3,Tomas Rasymas,contributor,4,3,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Suchith ,expert,278,256,
1st solution(classification) && code,earhian,master,53,52,Navaneeth Krishna Vadapalli,contributor,1,1,
Leaderboard is Finalized - Congratulations to the winners!,Addison Howard,staff,470,398,Dmitriy Ershov,contributor,16,14,
Japan rules this competition.,CPMP,grandmaster,4678,4447,Aditya Soni,expert,826,808,
Lost Kernal,Nagesh,novice,1,0,rayman1221,novice,1,1,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,princeabhi,novice,3,3,
Looking for a team,Yassir AREZKI,contributor,6,5,moon,novice,1,1,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Nayan,novice,1,1,
A small trick that may accelerate your experiment,Xuan Cao,master,156,144,Aditya Soni,expert,826,808,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Alexey,contributor,1,1,
sample submission,gartina,novice,2,1,gartina,novice,2,1,
What a surprise,CPMP,grandmaster,4678,4447,zjansen,contributor,3,2,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
Can't view kernel commits.,Tomas Rasymas,contributor,4,3,Janio Martinez Bachmann,master,937,916,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Arun Bhuta,novice,35,32,
1st solution(classification) && code,earhian,master,53,52,GeSnow,expert,68,63,
Leaderboard is Finalized - Congratulations to the winners!,Addison Howard,staff,470,398,DevilEars,contributor,22,22,
Japan rules this competition.,CPMP,grandmaster,4678,4447,Shun Kakinoki,contributor,9,9,
Looking for partner.,Michal Onlan,novice,2,1,shhbrunette,novice,1,1,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,Pritesh Shrivastava,contributor,109,107,
Looking for a team,Yassir AREZKI,contributor,6,5,Yassir AREZKI,contributor,6,5,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Brahma,novice,1,1,
A small trick that may accelerate your experiment,Xuan Cao,master,156,144,chizhu,master,68,61,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Ilya Khristoforov,expert,293,273,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Ricardo Hortelano,contributor,21,19,
What a surprise,CPMP,grandmaster,4678,4447,mhiro2,expert,6,4,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
My Second Bronze !,Prashanth Thangavel,expert,90,85,Karthik Tsaliki,expert,101,94,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Jianfei Wang,expert,267,255,
1st solution(classification) && code,earhian,master,53,52,Andrew Minh Nguyen,novice,5,5,
Leaderboard is Finalized - Congratulations to the winners!,Addison Howard,staff,470,398,Marek Wyborski,expert,16,15,
Japan rules this competition.,CPMP,grandmaster,4678,4447,Murat Korkmaz,expert,67,63,
Looking for partner.,Michal Onlan,novice,2,1,vikky,novice,5,5,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,Carlos Felipe,novice,3,2,
Looking for a team,Yassir AREZKI,contributor,6,5,Ravi srivastava,novice,4,3,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,WennyZhou,novice,1,1,
A small trick that may accelerate your experiment,Xuan Cao,master,156,144,Stanislav Blinov,contributor,83,77,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Ilya Khristoforov,expert,293,273,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Mayur,novice,1,1,
Do you have any new model or any idea?,xiaojian,novice,18,13,xiaojian,novice,18,13,
What a surprise,CPMP,grandmaster,4678,4447,YaGana Sheriff-Hussaini,expert,1535,1485,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
My Second Bronze !,Prashanth Thangavel,expert,90,85,Liam Roberts,contributor,5,5,
Some feature engineerings I have done,BrainFuck,contributor,57,52,yev,novice,24,23,
1st solution(classification) && code,earhian,master,53,52,Georgy Petrov,contributor,1,1,
Test set harder than training/dev?,Robert,novice,1,0,Chris Deotte,master,1403,1382,
Japan rules this competition.,CPMP,grandmaster,4678,4447,CPMP,grandmaster,4678,4447,
Looking for partner.,Michal Onlan,novice,2,1,Michal Onlan,novice,2,1,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,Carlos Felipe,novice,3,2,
Looking for a team,Yassir AREZKI,contributor,6,5,Jaffar,contributor,6,6,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Cesar Medrano,novice,1,1,
Player Plus/Minus,Kevin,novice,2,1,Paul Rossotti,novice,6,6,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,aseeph moh,contributor,32,26,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,tamed0g,novice,1,1,
Can I share malware images from dataset?,Jane Doe,novice,4,3,Aiden,novice,2,2,
What a surprise,CPMP,grandmaster,4678,4447,JM100,contributor,115,97,
Relevant values from 'Cast' and 'Crew' features,kratos0002,novice,1,0,Bodya,contributor,4,2,
How I feel about blending kernels,Tilii,grandmaster,1399,1311,Chris Deotte,master,1403,1382,
Some feature engineerings I have done,BrainFuck,contributor,57,52,五行缺钱,expert,15,11,
Test set harder than training/dev?,Robert,novice,1,0,sinHack,novice,5,4,
Japan rules this competition.,CPMP,grandmaster,4678,4447,30CrMnSiA,grandmaster,117,107,
Looking for a partner / study buddy to team up with, to study data science (using Python) and AI,Carlos Felipe,novice,3,2,wael abou el-wafa,novice,3,3,
Looking for a team,Yassir AREZKI,contributor,6,5,Yassir AREZKI,contributor,6,5,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,cliptic,novice,4,3,
Player Plus/Minus,Kevin,novice,2,1,Kevin,novice,2,1,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Abiodun PK,contributor,11,8,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,HelloWorld,novice,1,1,
What a surprise,CPMP,grandmaster,4678,4447,interneuron,master,349,343,
what should we prepare before the competition?,Max白,contributor,2,1,ValeriyBabushkin,master,84,79,
How I feel about blending kernels,Tilii,grandmaster,1399,1311,Aditya Soni,expert,826,808,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Rahul,contributor,5,5,
1st solution(classification) && code,earhian,master,53,52,neumann,contributor,25,22,
Approximation solution for LAP, 30th place solution,Ming Zhao,expert,6,4,interneuron,master,349,343,
Japan rules this competition.,CPMP,grandmaster,4678,4447,MG,contributor,5,5,
RAM overload despite splitting the data,Reg Ryad,novice,6,4,Joop,novice,19,18,
Looking for a team,Yassir AREZKI,contributor,6,5,sDee,novice,2,2,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Warren Davies,novice,2,2,
Cannot get MAE to work in house prices ,aalya,novice,2,1,aalya,novice,2,1,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,xhlulu,expert,68,65,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Pritesh Shrivastava,contributor,109,107,
What a surprise,CPMP,grandmaster,4678,4447,Kun Hao Yeh,master,110,105,
How I feel about blending kernels,Tilii,grandmaster,1399,1311,Jiwei Liu,grandmaster,1105,992,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Mr.Dawn--93,contributor,3,3,
1st solution(classification) && code,earhian,master,53,52,Bob Smith,contributor,4,3,
Approximation solution for LAP, 30th place solution,Ming Zhao,expert,6,4,Karthik Tsaliki,expert,101,94,
Japan rules this competition.,CPMP,grandmaster,4678,4447,NilashisRoy,contributor,21,20,
RAM overload despite splitting the data,Reg Ryad,novice,6,4,David J. Slate,grandmaster,200,180,
Looking for a team,Yassir AREZKI,contributor,6,5,Penny,novice,1,1,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Yunfei Liao,novice,1,1,
Cannot get MAE to work in house prices ,aalya,novice,2,1,Luca Basanisi,expert,328,310,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,aman5319,novice,2,2,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Costa.Medvedev,contributor,60,53,
Can you spell bloodbath?,Tilii,grandmaster,1399,1311,Gabriel Preda,master,736,690,
Auc stuck at 75,Prince Pipera,novice,2,1,Fredrik Jonsson,expert,265,260,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Evdilos_Ikaria,master,102,95,
1st solution(classification) && code,earhian,master,53,52,Fernando Henrique Fernandes,contributor,1,1,
Approximation solution for LAP, 30th place solution,Ming Zhao,expert,6,4,Soonhwan Kwon,expert,51,50,
Japan rules this competition.,CPMP,grandmaster,4678,4447,synergy37ai,expert,320,306,
File encoding for TeamSpellings.csv,paulreiners,contributor,7,3,skillsmuggler,contributor,6,5,
Looking for a team,Yassir AREZKI,contributor,6,5,David Gibert Bosque,novice,4,4,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,Alessio Lo Giudice,novice,1,1,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,charlie_s,novice,98,94,
Can you spell bloodbath?,Tilii,grandmaster,1399,1311,Robin Smits,expert,130,121,
Auc stuck at 75,Prince Pipera,novice,2,1,Prince Pipera,novice,2,1,
Some feature engineerings I have done,BrainFuck,contributor,57,52,Shikha Agrawal,contributor,53,44,
1st solution(classification) && code,earhian,master,53,52,sky007,novice,2,2,
Approximation solution for LAP, 30th place solution,Ming Zhao,expert,6,4,YaGana Sheriff-Hussaini,expert,1535,1485,
Japan rules this competition.,CPMP,grandmaster,4678,4447,Maiernator,novice,2,2,
The quakes seem to happen at about 0.315 time_to_failure value ,sergeman,contributor,25,21,kickback,contributor,45,39,
THE SUBMISSION FILE,Gunia John,novice,8,0,charlie_s,novice,98,94,
Black Jack ( Boolean and Conditionals - Q7) :42.8% Win rate,Abraham,novice,1,0,lshiva56,novice,1,1,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,xiaochun xu,novice,3,3,
Can you spell bloodbath?,Tilii,grandmaster,1399,1311,interneuron,master,349,343,
19th place memo,hmdhmd,expert,10,9,YaGana Sheriff-Hussaini,expert,1535,1485,
Issues with inviting a member in the team,Karthik Ramasubramanian,contributor,1,0,Shahebaz,master,481,431,
1st solution(classification) && code,earhian,master,53,52,beeyan,contributor,1,1,
sharing idea and result,KimposiPungmudong,expert,8,6,Zhuang Jia,expert,102,94,
Japan rules this competition.,CPMP,grandmaster,4678,4447,Marek,expert,12,12,
The quakes seem to happen at about 0.315 time_to_failure value ,sergeman,contributor,25,21,petyaAngelova,novice,24,24,
Exact amount of found mistakes?,Alex Kolu,novice,2,1,Shivam Thaman,novice,2,2,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Chris Deotte,master,1403,1382,
Feedback for updated kernel notebook editor,Michael Booth,staff,19,17,Isa K,expert,4,4,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Vadim Borisov,expert,268,255,
What..!,Dimitrios Effrosynidis,contributor,57,54,JM100,contributor,115,97,
19th place memo,hmdhmd,expert,10,9,mokmushroom,novice,3,2,
21th place solution,bestpredict,master,31,27,Manchoi,contributor,77,75,
1st solution(classification) && code,earhian,master,53,52,VladOS,novice,1,1,
sharing idea and result,KimposiPungmudong,expert,8,6,Jianfei Wang,expert,267,255,
The quakes seem to happen at about 0.315 time_to_failure value ,sergeman,contributor,25,21,sergeman,contributor,25,21,
Exact amount of found mistakes?,Alex Kolu,novice,2,1,Mahrukh Mirza,novice,1,1,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,CPMP,grandmaster,4678,4447,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,gogogo,contributor,8,8,
Good Luck to All !,Giba,grandmaster,606,573,PrasunMishra,expert,44,33,
19th place memo,hmdhmd,expert,10,9,YPadawan,contributor,14,12,
21th place solution,bestpredict,master,31,27,Mike Lin,expert,18,17,
1st solution(classification) && code,earhian,master,53,52,Pedro Sousa,contributor,1,1,
sharing idea and result,KimposiPungmudong,expert,8,6,rowe,contributor,1,1,
The quakes seem to happen at about 0.315 time_to_failure value ,sergeman,contributor,25,21,sergeman,contributor,25,21,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Tilii,grandmaster,1399,1311,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,gogogo,contributor,8,8,
Good Luck to All !,Giba,grandmaster,606,573,Kun Hao Yeh,master,110,105,
19th place memo,hmdhmd,expert,10,9,Karthik Tsaliki,expert,101,94,
my best submission was not used,Boluwatife Owoade,contributor,5,3,Strideradu,master,340,309,
1st solution(classification) && code,earhian,master,53,52,Shun Kakinoki,contributor,9,9,
sharing idea and result,KimposiPungmudong,expert,8,6,Karthik Tsaliki,expert,101,94,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Chris Deotte,master,1403,1382,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,zcistkidd,expert,31,28,
Good Luck to All !,Giba,grandmaster,606,573,NxGTR,grandmaster,875,750,
Submission got stuck at scoring page,---,novice,1,0,JustTesting,novice,37,35,
1st solution(classification) && code,earhian,master,53,52,Erica Zheng,novice,4,4,
Overfitting the leaderboard,Kyle Peters,expert,119,98,Matthew Chatham,contributor,85,78,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,PrasunMishra,expert,44,33,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,TRV Anandharajan,contributor,1,1,
Good Luck to All !,Giba,grandmaster,606,573,30CrMnSiA,grandmaster,117,107,
Graphical Representation of Data + Purpose,tpmeli,contributor,41,37,Frank Puk,contributor,149,135,
1st solution(classification) && code,earhian,master,53,52,Meghraj,novice,1,1,
Visualisation of Siamese Net predictions,ZFTurbo,grandmaster,309,290,ZFTurbo,grandmaster,309,290,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Chris Deotte,master,1403,1382,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Timmmmmms,contributor,76,71,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
Graphical Representation of Data + Purpose,tpmeli,contributor,41,37,Morgon ,contributor,4,4,
1st solution(classification) && code,earhian,master,53,52,Ashish Patel,master,374,270,
Visualisation of Siamese Net predictions,ZFTurbo,grandmaster,309,290,interneuron,master,349,343,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Bilal,novice,7,6,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Rodrigo Modesto ,contributor,3,3,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
Graphical Representation of Data + Purpose,tpmeli,contributor,41,37,Maurizio Savoia,contributor,1,1,
1st solution(classification) && code,earhian,master,53,52,Jason Dong,novice,2,2,
Visualisation of Siamese Net predictions,ZFTurbo,grandmaster,309,290,Karthik Tsaliki,expert,101,94,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Chris Deotte,master,1403,1382,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,will,contributor,10,4,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
Graphical Representation of Data + Purpose,tpmeli,contributor,41,37,Obi,contributor,1,1,
1st solution(classification) && code,earhian,master,53,52,Eric,contributor,1,1,
Visualisation of Siamese Net predictions,ZFTurbo,grandmaster,309,290,benwu232,novice,27,23,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Ilu,expert,193,189,
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,1009,907,Arthur  Llau,master,39,36,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
ML trial and error process,Ari S,novice,2,1,Moshel,expert,400,355,
1st solution(classification) && code,earhian,master,53,52,Ena,expert,5,5,
Visualisation of Siamese Net predictions,ZFTurbo,grandmaster,309,290,YaGana Sheriff-Hussaini,expert,1535,1485,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Aditya Soni,expert,826,808,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
How to properly adjust the svc parameters?,Mark,novice,2,1,Zee,expert,18,17,
1st solution(classification) && code,earhian,master,53,52,Jimmy Z,novice,2,2,
Visualisation of Siamese Net predictions,ZFTurbo,grandmaster,309,290,Soonhwan Kwon,expert,51,50,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Chris Deotte,master,1403,1382,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
How to properly adjust the svc parameters?,Mark,novice,2,1,nhlr,expert,147,131,
1st solution(classification) && code,earhian,master,53,52,syoya,expert,26,23,
Visualisation of Siamese Net predictions,ZFTurbo,grandmaster,309,290,Vladimir Savinov,expert,11,10,
Is Neural Networks working for you?,Carlos Sevilla,contributor,36,35,Chris Deotte,master,1403,1382,
Рейтинг,Lomakina Aleksandra,novice,32,28,Lomakina Aleksandra,novice,32,28,
16th Place Summary ,nlgn,master,219,213,YaGana Sheriff-Hussaini,expert,1535,1485,
1st solution(classification) && code,earhian,master,53,52,RexHuang936,contributor,22,18,
Blocking a User,Kyle Peters,expert,119,98,Myles O'Neill,staff,529,521,
16th Place Summary ,nlgn,master,219,213,Gabriel Preda,master,736,690,
1st solution(classification) && code,earhian,master,53,52,yu4u,expert,13,12,
Manual vs Automatic Hyperparameter tuning,Kyle Peters,expert,119,98,geetha.ai,contributor,10,9,
16th Place Summary ,nlgn,master,219,213,Abhay Prasad,contributor,2,2,
1st solution(classification) && code,earhian,master,53,52,Eduardo Rocha de Andrade,expert,230,222,
Manual vs Automatic Hyperparameter tuning,Kyle Peters,expert,119,98,Matthew Chatham,contributor,85,78,
16th Place Summary ,nlgn,master,219,213,Manchoi,contributor,77,75,
1st solution(classification) && code,earhian,master,53,52,WaterWood,novice,2,2,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Giba,grandmaster,606,573,
16th Place Summary ,nlgn,master,219,213,Manchoi,contributor,77,75,
1st solution(classification) && code,earhian,master,53,52,jsyzeng,contributor,1,1,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Anna Novikova,contributor,66,63,
16th Place Summary ,nlgn,master,219,213,Karthik Tsaliki,expert,101,94,
1st solution(classification) && code,earhian,master,53,52,kevin wu,novice,2,2,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Pritesh Shrivastava,contributor,109,107,
16th Place Summary ,nlgn,master,219,213,CPMP,grandmaster,4678,4447,
1st solution(classification) && code,earhian,master,53,52,JohnsonTang,novice,13,13,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Karthik Tsaliki,expert,101,94,
16th Place Summary ,nlgn,master,219,213,Ranjan Rukhaya,contributor,8,7,
1st solution(classification) && code,earhian,master,53,52,Ilia,contributor,2,2,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,YaGana Sheriff-Hussaini,expert,1535,1485,
Data selection ,Cynthia,novice,3,2,Mitchell J,contributor,45,45,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Vishy,expert,157,149,
Data selection ,Cynthia,novice,3,2,Cynthia,novice,3,2,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Miha Skalic,master,141,128,
Data selection ,Cynthia,novice,3,2,Cynthia,novice,3,2,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Radek Osmulski,master,129,115,
57th place solution, SoftTripletLoss, 256x512 image size, fastai v1,Miguel Pinto,expert,21,20,Giba,grandmaster,606,573,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,daisukelab,expert,165,155,
57th place solution, SoftTripletLoss, 256x512 image size, fastai v1,Miguel Pinto,expert,21,20,YaGana Sheriff-Hussaini,expert,1535,1485,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Jaideep,novice,213,199,
57th place solution, SoftTripletLoss, 256x512 image size, fastai v1,Miguel Pinto,expert,21,20,benwu232,novice,27,23,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,gengshi,contributor,7,7,
57th place solution, SoftTripletLoss, 256x512 image size, fastai v1,Miguel Pinto,expert,21,20,Karthik Tsaliki,expert,101,94,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,xungeer29,contributor,1,1,
4th Place Solution,Xuan Cao,master,156,144,kratos,novice,3,3,
5th solution blog post + code ,Weimin Wang,grandmaster,60,53,Longer,novice,1,1,
4th Place Solution,Xuan Cao,master,156,144,jayjay,master,17,13,
Competition results 1March2019 - 697 teams,Mr Loke,contributor,67,55,Mr Loke,contributor,67,55,
4th Place Solution,Xuan Cao,master,156,144,jayjay,master,17,13,
Competition results 1March2019 - 697 teams,Mr Loke,contributor,67,55,Mr Loke,contributor,67,55,
4th Place Solution,Xuan Cao,master,156,144,D. Z.,novice,1,1,
Competition results 1March2019 - 697 teams,Mr Loke,contributor,67,55,Vadim Nareyko,expert,153,145,
15-th plcae solution: sphereface, image alignment and multi-layer fusion,xftts,expert,21,20,Bartek,expert,76,75,
Late submission vs leaderboard,Onl,expert,3,1,Moshel,expert,400,355,
15-th plcae solution: sphereface, image alignment and multi-layer fusion,xftts,expert,21,20,xftts,expert,21,20,
15-th plcae solution: sphereface, image alignment and multi-layer fusion,xftts,expert,21,20,ArthasMenethil,contributor,5,5,
Very hard competition.,YouHan Lee,expert,310,284,Tom,expert,9,9,
Feature engineering... teamup,Baba Firas,contributor,89,74,Mekaveli.,expert,139,118,
Looking for Last Teammate Update: LB:3.650 (~12),GideonTeo,contributor,24,22,Zhuang Jia,expert,102,94,
13th place solution,Canming Wang,contributor,13,12,chizhu,master,68,61,
Don't you have a life?,Arigion,expert,17,14,Bojan Tunguz,grandmaster,1009,907,
15-th plcae solution: sphereface, image alignment and multi-layer fusion,xftts,expert,21,20,DennisSakva,master,207,180,
Very hard competition.,YouHan Lee,expert,310,284,HarshitMehta,expert,148,138,
Regression analysis wrong predictions? (full analysis included - very useful for beginners),gilja11,novice,5,2,Elio Gruttadauria,contributor,10,9,
