800万元,151m²,5.3万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽14m/层高4.8m/进深10.7m,餐饮美食,南京西路商铺,"办公,居民,旅游","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.00km'], ['地铁13号线', 'B', '淮海中路', '距离0.99km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.25km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.69km']]"
500万元,98m²,5.1万/m²,二手商铺,购物百货中心-临街,1层/共1层,空置中,面宽12m/层高4.8m/进深8.1m,餐饮美食,大宁国际商业广场(商业),"办公,居民,旅游","静安区 延长路
                共和新路1878号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线', 'A', '延长路', '距离0.38km'], ['地铁1号线', 'B', '上海马戏城', '距离0.62km']]","[['上海市静安区俞泾港路1-11号', 'A', '大润发(平型关店)', '距离1.59km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离1.67km']]"
,,,,,,,,,,,,[],[],[]
660万元,145m²,4.55万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽12m/层高4.5m/进深12.08m,餐饮美食,,"办公,居民,旅游","静安区 大宁
                大宁国际商业广场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线', 'A', '延长路', '距离0.38km'], ['地铁1号线', 'B', '上海马戏城', '距离0.62km']]","[['上海市静安区俞泾港路1-11号', 'A', '大润发(平型关店)', '距离1.59km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离1.67km']]"
800万元,207.48m²,3.86万/m²,二手商铺,商业街店铺-临街,1层/共1层,空置中,面宽20m/层高5m/进深9m,餐饮美食,静安寺步行街,"办公,居民,旅游","静安区 静安寺
                南京西路1678弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.18km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.18km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.25km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.28km']]"
92万元,50m²,1.84万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽7m/层高5.5m/进深7.1m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.30km'], ['地铁13号线', 'B', '淮海中路', '距离1.23km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.33km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.98km']]"
59万元,23m²,2.57万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽3.9m/层高4.6m/进深6.2m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                泰兴路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.35km'], ['地铁13号线', 'B', '淮海中路', '距离1.33km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.26km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.04km']]"
1200万元,319m²,3.76万/m²,二手商铺,社区底商-临街,1层至2层/共2层,空置中,面宽8m/层高4.5m/进深18m,,阳城路商铺,"办公,居民,学生","静安区 阳城永和
                阳城路388弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
278万元,30.28m²,9.18万/m²,二手商铺,写字楼配套,1层/共1层,空置中,面宽5m/层高4.5m/进深6m,餐饮美食,仲益大厦商铺,"学生,居民,旅游","静安区 南京西路
                南京西路580号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.74km'], ['地铁1号线; 地铁2号线; 地铁8号线', 'B', '人民广场', '距离0.83km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.88km'], ['南京东路720号第一食品内(近贵州路)', 'B', '功德林净素食品专卖店(南京东路店)', '距离1.11km']]"
330万元,83m²,3.98万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深10.2m,餐饮美食,,"办公,居民,旅游","静安区 静安寺
                静安寺","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.22km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.19km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.29km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.30km']]"
,,,,,,,,,,,,[],[],[]
,,,,,,,,,,,,[],[],[]
5035万元,763m²,6.6万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽17m/层高5m/进深15m,百货超市,南京西路公馆商铺,"办公,居民,学生","静安区 南京西路
                南京西路公馆商铺","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线; 地铁2号线', 'A', '江苏路', '距离0.68km'], ['地铁2号线; 地铁7号线', 'B', '静安寺', '距离0.92km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离2.04km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离2.04km']]"
198万元,58m²,3.41万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5m/进深5m,餐饮美食,,"办公,旅游,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.52km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离1.07km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.65km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.67km']]"
5000万元,523m²,9.56万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽21m/层高9m/进深24m,电器通讯,静安寺步行街,"办公,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.18km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.18km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.25km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.28km']]"
180万元,69m²,2.61万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深8m,餐饮美食,,"办公,居民,旅游","静安区 北京西路
                北京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.72km'], ['地铁2号线; 地铁7号线', 'B', '静安寺', '距离0.82km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.48km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.12km']]"
360万元,78.3m²,4.6万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽8m/层高5m/进深9.8m,百货超市,,"办公,旅游,居民","静安区 静安寺
                静安寺步行街","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
1680万元,1000m²,1.68万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽40m/层高4m/进深25m,休闲娱乐,,"办公,旅游,居民","静安区 西藏北路
                天目中路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线; 地铁3号线; 地铁4号线', 'A', '上海火车站', '距离1.27km'], ['地铁12号线; 地铁13号线; 地铁1号线', 'B', '汉中路', '距离1.27km']]","[['上海市静安区西藏北路166号', 'A', '上海大悦城', '距离0.44km'], ['上海市静安区七浦路179号上海新七浦服装市场F1', 'B', 'M·S(上海新七浦服装市场店)', '距离1.11km']]"
160万元,47m²,3.4万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽7m/层高5m/进深7m,,南京西路商铺,"办公,居民,旅游","静安区 彭浦
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
350万元,90m²,3.89万/m²,二手商铺,购物百货中心-临街,1层/共1层,空置中,面宽9m/层高5.5m/进深10m,,大宁国际商业广场(商业),"办公,居民,旅游","静安区 延长路
                共和新路1878号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
95万元,56m²,1.7万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽7m/层高5.5m/进深8m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.06km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.14km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.12km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.19km']]"
385.6万元,85.36m²,4.52万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽11m/层高5.6m/进深8m,餐饮美食,南京西路1915弄小区商铺,"办公,居民,旅游","静安区 静安寺
                南京西路1915弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.54km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离1.06km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.67km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.70km']]"
2100万元,389m²,5.4万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽20m/层高5m/进深9m,百货超市,大宁国际商业广场(商业),"办公,居民,学生","静安区 新闸路 
                大宁国际商业广场商业","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线', 'A', '延长路', '距离0.38km'], ['地铁1号线', 'B', '上海马戏城', '距离0.62km']]","[['上海市静安区俞泾港路1-11号', 'A', '大润发(平型关店)', '距离1.59km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离1.67km']]"
480万元,96m²,5万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽13.5m/层高4.5m/进深7.2m,餐饮美食,南京西路商铺,"办公,旅游,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.00km'], ['地铁13号线', 'B', '淮海中路', '距离0.99km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.25km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.69km']]"
352万元,88.25m²,3.99万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽9m/层高5m/进深10m,餐饮美食,南京西路商铺,"办公,居民,旅游","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
92万元,45m²,2.04万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽5m/层高5m/进深9m,餐饮美食,南京西路商铺,"办公,居民,旅游","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.00km'], ['地铁13号线', 'B', '淮海中路', '距离0.99km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.25km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.69km']]"
93万元,42m²,2.21万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽6m/层高5m/进深7m,餐饮美食,南京西路商铺,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.00km'], ['地铁13号线', 'B', '淮海中路', '距离0.99km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.25km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.69km']]"
80万元,36m²,2.22万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽4.5m/层高4.5m/进深7m,餐饮美食,久光百货,"办公,居民,旅游","静安区 静安寺
                静安区南京西路1618号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
1250万元,252m²,4.96万/m²,二手商铺,社区底商-临街,2层/共6层,空置中,面宽15m/层高6m/进深12m,,南京路新里,,"静安区 南京西路
                南京路新里","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
800万元,151m²,5.3万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽14m/层高4.8m/进深10.7m,餐饮美食,南京西路商铺,"办公,居民,旅游","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.00km'], ['地铁13号线', 'B', '淮海中路', '距离0.99km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.25km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.69km']]"
500万元,98m²,5.1万/m²,二手商铺,购物百货中心-临街,1层/共1层,空置中,面宽12m/层高4.8m/进深8.1m,餐饮美食,大宁国际商业广场(商业),"办公,居民,旅游","静安区 延长路
                共和新路1878号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线', 'A', '延长路', '距离0.38km'], ['地铁1号线', 'B', '上海马戏城', '距离0.62km']]","[['上海市静安区俞泾港路1-11号', 'A', '大润发(平型关店)', '距离1.59km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离1.67km']]"
,,,,,,,,,,,,[],[],[]
660万元,145m²,4.55万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽12m/层高4.5m/进深12.08m,餐饮美食,,"办公,居民,旅游","静安区 大宁
                大宁国际商业广场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线', 'A', '延长路', '距离0.38km'], ['地铁1号线', 'B', '上海马戏城', '距离0.62km']]","[['上海市静安区俞泾港路1-11号', 'A', '大润发(平型关店)', '距离1.59km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离1.67km']]"
800万元,207.48m²,3.86万/m²,二手商铺,商业街店铺-临街,1层/共1层,空置中,面宽20m/层高5m/进深9m,餐饮美食,静安寺步行街,"办公,居民,旅游","静安区 静安寺
                南京西路1678弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.18km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.18km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.25km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.28km']]"
92万元,50m²,1.84万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽7m/层高5.5m/进深7.1m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.30km'], ['地铁13号线', 'B', '淮海中路', '距离1.23km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.33km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离0.98km']]"
59万元,23m²,2.57万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽3.9m/层高4.6m/进深6.2m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                泰兴路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.35km'], ['地铁13号线', 'B', '淮海中路', '距离1.33km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.26km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.04km']]"
1200万元,319m²,3.76万/m²,二手商铺,社区底商-临街,1层至2层/共2层,空置中,面宽8m/层高4.5m/进深18m,,阳城路商铺,"办公,居民,学生","静安区 阳城永和
                阳城路388弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
278万元,30.28m²,9.18万/m²,二手商铺,写字楼配套,1层/共1层,空置中,面宽5m/层高4.5m/进深6m,餐饮美食,仲益大厦商铺,"学生,居民,旅游","静安区 南京西路
                南京西路580号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.74km'], ['地铁1号线; 地铁2号线; 地铁8号线', 'B', '人民广场', '距离0.83km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.88km'], ['南京东路720号第一食品内(近贵州路)', 'B', '功德林净素食品专卖店(南京东路店)', '距离1.11km']]"
330万元,83m²,3.98万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深10.2m,餐饮美食,,"办公,居民,旅游","静安区 静安寺
                静安寺","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.22km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.19km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.29km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.30km']]"
,,,,,,,,,,,,[],[],[]
,,,,,,,,,,,,[],[],[]
5035万元,763m²,6.6万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽17m/层高5m/进深15m,百货超市,南京西路公馆商铺,"办公,居民,学生","静安区 南京西路
                南京西路公馆商铺","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线; 地铁2号线', 'A', '江苏路', '距离0.68km'], ['地铁2号线; 地铁7号线', 'B', '静安寺', '距离0.92km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离2.04km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离2.04km']]"
198万元,58m²,3.41万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5m/进深5m,餐饮美食,,"办公,旅游,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.52km'], ['地铁11号线; 地铁2号线', 'B', '江苏路', '距离1.07km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.65km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.67km']]"
5000万元,523m²,9.56万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽21m/层高9m/进深24m,电器通讯,静安寺步行街,"办公,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.18km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.18km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.25km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.28km']]"
180万元,69m²,2.61万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深8m,餐饮美食,,"办公,居民,旅游","静安区 北京西路
                北京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '南京西路', '距离0.72km'], ['地铁2号线; 地铁7号线', 'B', '静安寺', '距离0.82km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离0.48km'], ['上海市黄浦区进贤路134号(近茂名南路)', 'B', '茂隆(进贤路店)', '距离1.12km']]"
360万元,78.3m²,4.6万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽8m/层高5m/进深9.8m,百货超市,,"办公,旅游,居民","静安区 静安寺
                静安寺步行街","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
1680万元,1000m²,1.68万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽40m/层高4m/进深25m,休闲娱乐,,"办公,旅游,居民","静安区 西藏北路
                天目中路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线; 地铁3号线; 地铁4号线', 'A', '上海火车站', '距离1.27km'], ['地铁12号线; 地铁13号线; 地铁1号线', 'B', '汉中路', '距离1.27km']]","[['上海市静安区西藏北路166号', 'A', '上海大悦城', '距离0.44km'], ['上海市静安区七浦路179号上海新七浦服装市场F1', 'B', 'M·S(上海新七浦服装市场店)', '距离1.11km']]"
160万元,47m²,3.4万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽7m/层高5m/进深7m,,南京西路商铺,"办公,居民,旅游","静安区 彭浦
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
350万元,90m²,3.89万/m²,二手商铺,购物百货中心-临街,1层/共1层,空置中,面宽9m/层高5.5m/进深10m,,大宁国际商业广场(商业),"办公,居民,旅游","静安区 延长路
                共和新路1878号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
95万元,56m²,1.7万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽7m/层高5.5m/进深8m,餐饮美食,,"办公,学生,居民","静安区 南京西路
                南京西路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.06km'], ['地铁1号线; 地铁7号线', 'B', '常熟路', '距离1.14km']]","[['上海市静安区南京西路1038号', 'A', '梅陇镇伊势丹(梅龙镇店)', '距离1.12km'], ['上海市静安区恒通路268号', 'B', '凯德星贸(恒通路店)', '距离2.19km']]"
