{'content': '这个东西确实好，下次还买', 'productId': '37603225476'}
{'content': '宝贝很不错 ，独立包装非常精美。打开内袋就闻到了一股浓浓的的菊花香味。总之就是很好就对了。值得分享。还会回顾的。', 'productId': '41980317196'}
{'content': '不错不错，功效很好，的确很好喝，味道真的棒～', 'productId': '41980317196'}
{'content': '不错的菊花茶，真的超级好喝，味道十分棒，挺喜欢的～', 'productId': '41980317196'}
{'content': '蛮好喝的，口感十分好，挺喜欢的，以后会继续购买', 'productId': '41980317196'}
{'content': '菊花茶清香，感纯正，,铁盒包装，茶叶很整齐，看茶色也不错，味道不错很好。', 'productId': '41980317196'}
{'content': '这家老板菊花质量好，一斤好大一包。比实体店便宜很多，多次购买了', 'productId': '41980317196'}
{'content': '宝贝收到了，打开看很干净，泡了一杯，味道纯正，满意下次再去。', 'productId': '41980317196'}
{'content': '非常不错！价格经济实惠，物流很快，没有质量上的问题，太好了，菊花的功效也很多，常喝可以清肝明目', 'productId': '41980317196'}
{'content': '宝贝收到了菊花很香，包装很精致，份量很足，口感很好，值得购买', 'productId': '41980317196'}
{'content': '挺不错的～快递速度很快～刚刚泡了一壶了，味道还不错', 'productId': '41980317196'}
{'content': '菊花茶不错，味道清香，包装严实，很是喜欢', 'productId': '41980317196'}
{'content': '泡水后好漂亮~~~~性价比很高！天天泡上一大壶，真是健康又养生！赞一个~~~', 'productId': '41980317196'}
{'content': '宝贝到了～味道杠杠的～特别好～', 'productId': '41980317196'}
{'content': '跟外面实体店的一样～味道真的好～很满意～', 'productId': '41980317196'}
{'content': '非常好，非常快，味道浓郁、色泽也不错！不知一瓶能喝多长时间。包装倒是很精细。', 'productId': '41980317196'}
{'content': '哈哈，淡淡的花香，比白开水好喝，另外对身体好，喝些总是无害，哈哈', 'productId': '41980317196'}
{'content': '菊花茶昨天都收到了，当时都迫不及待打开了一包，冲了一包，喝了感觉还可以，味道甜甜的。', 'productId': '41980317196'}
{'content': '挺好喝的，下火必备，换季就得下下火', 'productId': '41980317196'}
{'content': '包装完整，开盖有菊花香气，马上就煮茶了，喝完再回购', 'productId': '41980317196'}
{'content': '这个胎菊还是不错的 泡出来的水有一股淡淡的清香 味道也很不错。', 'productId': '41980317196'}
{'content': '拆开包装就闻到胎菊的清香味，挺好的，包装着也很好看。', 'productId': '41980317196'}
{'content': '挺好喝，包装密封性很好，胎菊干燥易存', 'productId': '41980317196'}
{'content': '好喝，下次还来买，跟以前买的一样', 'productId': '41980317196'}
{'content': '天气变热了很容易上火，买来饮用下火的，效果不错', 'productId': '41980317196'}
{'content': '非常好喝，很正宗，败火效果很好，货真价实', 'productId': '41980317196'}
{'content': '太好喝了，味道不错，味道非常正，很喜欢，回头在买一些', 'productId': '41980317196'}
{'content': '菊花开水泡出来特别漂亮，喝着淡淡清香！很不错！', 'productId': '41980317196'}
{'content': '真的很好喝啊，便宜又实惠！值得够买！', 'productId': '41980317196'}
{'content': '货物收到，包装精美 花型饱满 香味充裕。', 'productId': '41980317196'}
{'content': '物流很给力，东西很快就收到了。外包装漂亮，很喜欢。天气渐渐热了起来，胎菊正好清热解毒', 'productId': '41980317196'}
{'content': '菊花茶口感不错，色泽新鲜，味道很足', 'productId': '41980317196'}
{'content': '令人惊喜，淡雅的茶叶盒装着漂亮的小菊花蕾，马上用白瓷杯泡水，嫩黄色的茶水散发出沁人心脾的菊香，令人心旷神怡，真的让人爱不释手', 'productId': '41980317196'}
{'content': '同事介绍这家的菊花很好喝 确实味道很好 特别泡开后 花瓣不一片片的掉 泡开的花朵超级好看', 'productId': '41980317196'}
{'content': '宝贝收到了 么么哒 打开一股浓浓的菊花香 很新鲜 准备泡一杯尝尝 下次还是你家的', 'productId': '41980317196'}
{'content': '不错，发货快，胎菊泡发后颗粒比较大', 'productId': '41980317196'}
{'content': '菊花茶口感很棒，汤色清澈，非常漂亮，方便', 'productId': '41980317196'}
{'content': '挺精致的包装，打开菊花特别新鲜，泡开淡淡清香，还会回购的，价格便宜，物流很快，非常一次愉快的购物', 'productId': '41980317196'}
{'content': '菊花收到了，很新鲜，包装也很整齐，独立包装的很好储存，也方便携带，朋友说喝菊花茶还可以祛火明目，所以买了。期待效果，喝完了还会再来回购哦。真是物美价廉。', 'productId': '41980317196'}
{'content': '包装的很精美，泡出来味道不错，很喜欢～', 'productId': '41980317196'}
{'content': '菊花茶收到了，跟新鲜花一样，泡开好美开心，口感不错，口感香醇，色泽漂亮，性价比较高，喝完再买。', 'productId': '41980317196'}
{'content': '一股清香味，看着挺干净的花朵均匀。很清香', 'productId': '41980317196'}
{'content': '感觉喝了很好的，喝完了，下次还会继续光顾5星好评', 'productId': '41980317196'}
{'content': '产品收到了。品一下，感觉不错！相比前在别人家的买的茶，喝起来都没有这个好，价钱实惠味道还不错，性价比很高，颜色很漂亮，口感甘甜，泡了几遍了，味道还是可以的，物超所值', 'productId': '41980317196'}
{'content': '宝贝收到了，包装挺好的，精致，里面是小袋包装，好评。', 'productId': '41980317196'}
{'content': '泡茶用的，还不错吧，挺香的闻起来', 'productId': '41980317196'}
{'content': '菊花特别好，还没煮好就能闻到菊花淡淡的香味，实在太期待了&hellip;&hellip;喝一杯神清气爽', 'productId': '41980317196'}
{'content': '物流速度快，泡着喝了一下，很不错。好评。', 'productId': '41980317196'}
{'content': '菊花挺香的，比我的菊花还香', 'productId': '41980317196'}
{'content': '不错，喝了有去火的功效。', 'productId': '41980317196'}
{'content': '茶色很清香泡着喝了几次了', 'productId': '41980317196'}
{'content': '菊花可以，包装非常仔细', 'productId': '41980317196'}
{'content': '不错，味道很新鲜。', 'productId': '41980317196'}
{'content': '活动价买就很划算。', 'productId': '41980317196'}
{'content': '挺不错，值得购买。', 'productId': '41980317196'}
{'content': '宝贝到了很好味正干净。喝完再来 五星好评', 'productId': '41980317196'}
{'content': '这几天有点上火，喝的这款菊花茶一点都不会头痛了。', 'productId': '41980317196'}
{'content': '色泽金黄比超市那些看起来好看多了，花朵也很大很干净，收到后就泡了几道菊花味很浓个人很喜欢，五星好评，还会回购的。', 'productId': '41980317196'}
{'content': '菊花味道挺好的，这个价格也很实惠。', 'productId': '41980317196'}
{'content': '非常好的茶，想要的朋友可以下手了', 'productId': '41980317196'}
{'content': '菊花茶很不错，味道也很好，满意', 'productId': '41980317196'}
{'content': '挺好的，多喝花茶对身体也不错', 'productId': '41980317196'}
{'content': '泡的水，喝着还不错，比较满意', 'productId': '41980317196'}
{'content': '味道不错的，超级棒，夏天嘛&hellip;&hellip;就应该清热去火a', 'productId': '41980317196'}
{'content': '菊花茶很好，包装精美，好评', 'productId': '41980317196'}
{'content': '很不错～这个味道我很喜欢～', 'productId': '41980317196'}
{'content': '菊花茶味道可以，很香，好评', 'productId': '41980317196'}
{'content': '茶的香气很不错，价格很实惠', 'productId': '41980317196'}
{'content': '宝贝很不错～喝起来口感清甜～满意～', 'productId': '41980317196'}
{'content': '不错，量多。价格还便宜，很棒', 'productId': '41980317196'}
{'content': '不错，清热去火，真的很棒，美滋滋', 'productId': '41980317196'}
{'content': '非常好，这段时间上火，还好有这个', 'productId': '41980317196'}
{'content': '收到立刻泡了一壶~汤水很好看~香气扑鼻~给店家点个赞?还会光顾的。', 'productId': '41980317196'}
{'content': '喝这个下火很好的～一直在这里买～', 'productId': '41980317196'}
{'content': '喝起来有点甜～味道不错～非常满意', 'productId': '41980317196'}
{'content': '很不错～看着很新鲜～味道还不错的', 'productId': '41980317196'}
{'content': '菊花香味很清香，挺好的，价格也不贵。', 'productId': '41980317196'}
{'content': '花挺大的～泡出来的颜色也很漂亮～', 'productId': '41980317196'}
{'content': '菊花非常的莱斯，泡着味道很浓，不错', 'productId': '41980317196'}
{'content': '量好足，包装很好，挺喜欢的，值得购买', 'productId': '41980317196'}
{'content': '菊花茶购买方便，味道纯正，口感很好', 'productId': '41980317196'}
{'content': '口感很好～物流也很快速～物美价廉的', 'productId': '41980317196'}
{'content': '包装简单大方～味道淡淡的的～很不错', 'productId': '41980317196'}
{'content': '花很新鲜～颜色也很好看～没有碎叶子', 'productId': '41980317196'}
{'content': '菊花茶喝着可以，清肺止痰，多喝益寿', 'productId': '41980317196'}
{'content': '很浓的菊花味～茶色清澈～对得起价格', 'productId': '41980317196'}
{'content': '挺好的，夏天来了，喝一点茶清清火。', 'productId': '41980317196'}
{'content': '相当不错的菊花茶，口感极好～很浓香', 'productId': '41980317196'}
{'content': '收到了，马上泡了一壶，味道清香，颜色纯正。', 'productId': '41980317196'}
{'content': '不错，倒出来还没泡，淡淡清香，无杂味。', 'productId': '41980317196'}
{'content': '分量很足，口感清淡，喝起来味道好极了。', 'productId': '41980317196'}
{'content': '菊花茶包装很好，简洁大方，很新鲜，好喝', 'productId': '41980317196'}
{'content': '色泽纯正～味道浓郁～特别喜欢', 'productId': '41980317196'}
{'content': '味道不错的，给爸爸买的，喝着还挺不错的', 'productId': '41980317196'}
{'content': '菊花茶很好～颜色很漂亮～价格实惠～大爱', 'productId': '41980317196'}
{'content': '包装也很精致，很完美，品质更是没得说。', 'productId': '41980317196'}
{'content': '真的很不错。泡了一点喝。很香 很实惠', 'productId': '41980317196'}
{'content': '不错的，味道清香，en...超级棒', 'productId': '41980317196'}
{'content': '不错，挺好的，气味芳香色泽好看，而且好喝。', 'productId': '41980317196'}
{'content': '蒲公英查真的是不错，味道香香的，还会关顾的', 'productId': '41980317196'}
{'content': '家里的菊花吃完了，这基本上是我第二次回购了', 'productId': '41980317196'}
{'content': '每天都能冲泡几杯，知道这个茶对身体好呢。', 'productId': '41980317196'}
{'content': '坚持喝下去，这个茶就能收到很高的成效呢。', 'productId': '41980317196'}
{'content': '冲泡一袋感觉还是很不错的，味道蛮好喝的。', 'productId': '41980317196'}
{'content': '物流很快。包装很好。看着很干净。是正品。', 'productId': '41980317196'}
{'content': '很完整，包装不错，已经试着喝过了，口感不错', 'productId': '41980317196'}
{'content': '宝贝已收到，包装完好，胎菊大小合适，新鲜', 'productId': '41980317196'}
{'content': '包装精致，口感不错，纯浓的菊花香味', 'productId': '41980317196'}
{'content': '好喝 味道真好 嗓子好多了 物美价廉 好评', 'productId': '41980317196'}
{'content': '已经收到了，蛮喜欢的，喝起来味道真的很好～', 'productId': '41980317196'}
{'content': '一直在喝 这次搞活动一下，了三罐味道很好。', 'productId': '41980317196'}
{'content': '香味很浓，加上一包枸杞真是绝配，包装也很好看', 'productId': '41980317196'}
{'content': '这菊花闻着香，看着也很不错！最根本的是便宜', 'productId': '41980317196'}
{'content': '除了可以清热解毒，还可以欣赏，真的很漂亮。', 'productId': '41980317196'}
{'content': '喝着还可以，淡淡的甜味，独立包装，物流神速', 'productId': '41980317196'}
{'content': '包装得很到位～刚打开了下成色和品质都很好的', 'productId': '41980317196'}
{'content': '太美妙啦～喝起来很赞～质量很好～', 'productId': '41980317196'}
{'content': '真的十分不错，味道超级好喝，真的超级给力～', 'productId': '41980317196'}
{'content': '给老公买的，挺好喝，味道也比较浓而且很干净。', 'productId': '41980317196'}
{'content': '一直在你们家买各种茶喝，放心好，口感也不错。', 'productId': '41980317196'}
{'content': '今天冲泡后，喝着感觉不错，以后可以继续回购。', 'productId': '41980317196'}
{'content': '菊花非常喜欢，很感谢老板让我买到这么棒的宝贝', 'productId': '41980317196'}
{'content': '已经收到了宝贝，真的蛮喜欢的，推荐大家购买～', 'productId': '41980317196'}
{'content': '挺好的，味道很好口感也不错，很喜欢', 'productId': '41980317196'}
{'content': '已经喝过了～很不错的～口味真心不错～值得推荐', 'productId': '41980317196'}
{'content': '宝贝收到了，包装很好，打开后菊花的味道清香。', 'productId': '41980317196'}
{'content': '菊花香气浓郁，汤汁金亮，口感甘爽，总的是不错的', 'productId': '41980317196'}
{'content': '口感纯正，而且喝起来很放心，价格也便宜呢。', 'productId': '41980317196'}
{'content': '与实物相符。有淡淡的我香味物流也很快。五星好评', 'productId': '41980317196'}
{'content': '很喜欢和大家都说很好价格实惠，下次再过来购买。', 'productId': '41980317196'}
{'content': '菊花很香，而且量也很足，够我泡好久的了', 'productId': '41980317196'}
{'content': '东西很好，口感不错，甜甜的很清香，包装也很精致', 'productId': '41980317196'}
{'content': '宝贝很不错 喝起来很好喝 很优惠的活动 很安逸', 'productId': '41980317196'}
{'content': '味很浓，价格合理，物流也很快，发货还是蛮快的。', 'productId': '41980317196'}
{'content': '最近有点上火，听说菊花可以败败火，于是就买了。', 'productId': '41980317196'}
{'content': '真的是润喉神茶，喝完以后喉咙就感觉舒服多了。', 'productId': '41980317196'}
{'content': '喝起来很清爽，一直在喝这个菊花茶，感觉不错。', 'productId': '41980317196'}
{'content': '很好，很大一罐，打开盖子菊花的香味扑鼻而来。', 'productId': '41980317196'}
{'content': '菊花茶性价比高～味道很正～挺好喝～很棒', 'productId': '41980317196'}
{'content': '发货很快，东西不错、有效果.', 'productId': '41980317196'}
{'content': '一口菊花一口茶，特别香，特别棒！下次我还要买一罐', 'productId': '41980317196'}
{'content': '菊花茶收到了，物美价廉，味道好闻，值得推荐购买', 'productId': '41980317196'}
{'content': '颜色很正，有很浓的菊花味，包装也很好。', 'productId': '41980317196'}
{'content': '菊花不错，加上自己买的枸杞，最近就很喜欢喝水哈哈', 'productId': '41980317196'}
{'content': '好喝，味道很不错的，超级棒，价格很合适，美滋滋', 'productId': '41980317196'}
{'content': '泡开花色饱满不错，公司用，后续会继续购买，好评', 'productId': '41980317196'}
{'content': '好喝，清热解毒降火，火气大的人喜欢喝。', 'productId': '41980317196'}
{'content': '菊花茶很棒哦，真的超级好，很好喝，味道十分棒～', 'productId': '41980317196'}
{'content': '几乎每天都喝这个菊花挺好的，挺败火的。', 'productId': '41980317196'}
{'content': '都不知道买了多少次了，全家都在泡水喝，口感很好。', 'productId': '41980317196'}
{'content': '味道很不错，超级棒，价格合适，买的还是很划算的a', 'productId': '41980317196'}
{'content': '已经打开尝试了一下，方便又实惠喝起来。', 'productId': '41980317196'}
{'content': '不错的菊花茶，真的超级好喝，物流速度也快，十分～', 'productId': '41980317196'}
{'content': '味道清香 丶甘甜可口、很不错', 'productId': '41980317196'}
{'content': '菊花茶挺好的，泡出来颜色很好，味道很浓', 'productId': '41980317196'}
{'content': '已经喝了一次，感觉口味蛮清香的，适合这个季节喝。', 'productId': '41980317196'}
{'content': '帮朋友买的～宝贝很棒～很好～', 'productId': '41980317196'}
{'content': '菊花茶不错～喝了以后对皮肤好～非常实用', 'productId': '41980317196'}
{'content': '还不错，味道挺纯正的以后还会买，收藏店铺值得推荐～', 'productId': '41980317196'}
{'content': '已经收到了，真的非常不错，整体效果很好，超级好喝～', 'productId': '41980317196'}
{'content': '菊花香的味道～很新鲜的菊花茶～用水泡就立马散发香味了', 'productId': '41980317196'}
{'content': '五星好评。价格实惠。泡了点喝了一下。味道很赞。满意', 'productId': '41980317196'}
{'content': '花比较嫩，味道还不错，色泽也好。五星好评', 'productId': '41980317196'}
{'content': '菊花很香，质量很好，很实惠，非常满意，五星。', 'productId': '41980317196'}
{'content': '这个菊花茶真的不错，超级好喝，味道十分好～口感极佳', 'productId': '41980317196'}
{'content': '菊花成色很好，味道正，泡水喝很好味，很好喝，美容养颜。', 'productId': '41980317196'}
{'content': '很好喝，茶色不错，香气浓，口感好，喜欢的可以下手了', 'productId': '41980317196'}
{'content': '价格实惠不错，超多的一份，全家都可以喝，很满意呢', 'productId': '41980317196'}
{'content': '收到了宝贝，整体效果真的很好，挺满意的，物流速度快～', 'productId': '41980317196'}
{'content': '没想到这么快就到了～还不错～质量挺好的～老板服务热心.', 'productId': '41980317196'}
{'content': '嗯，卖家说的方法搭配了柠檬片一起泡泡起来，真的很香。', 'productId': '41980317196'}
{'content': '东西很满意。非常满意这次购物体验。  下次还会回购的', 'productId': '41980317196'}
{'content': '十分愉快的一次购物，真的蛮好喝的，以后会继续购买的～', 'productId': '41980317196'}
{'content': '收到了，已经泡着喝了，味道很好，也没有杂质！很喜欢喝', 'productId': '41980317196'}
{'content': '收到货了，包装很精致，价格便宜实惠，很满意的一次购物。', 'productId': '41980317196'}
{'content': '我的去火的茶终于到了，最近一直上火，好烦，喝了就好多了。', 'productId': '41980317196'}
{'content': '收到喽，真不错的，美滋滋，味道清香，价格便宜，棒棒', 'productId': '41980317196'}
{'content': '第二次购买了，味道不错，很好喝', 'productId': '41980317196'}
{'content': '不错的，以后会继续购买，因为这个价钱很合理～', 'productId': '41980317196'}
{'content': '有菊花的清香，还有点甘甜，非常好喝，以后就在你家买了。', 'productId': '41980317196'}
{'content': '昨天下午收到的，晚上开始泡了一杯，口感还不错包装精致～', 'productId': '41980317196'}
{'content': '胎菊很满意，打开包装就是满满的清香味，包装很精致，会回购的', 'productId': '41980317196'}
{'content': '真的特别好喝，整体效果不错，物流速度超级快，挺喜欢的～', 'productId': '41980317196'}
{'content': '发货速度很快哦～东西很赞～还不错的老板～下次还来买别的！', 'productId': '41980317196'}
{'content': '菊花还可以，泡出来有股清香，能泡几次还有味道，挺好的。', 'productId': '41980317196'}
{'content': '这款菊花茶很不错，泡久了也不会变色什么的，味道也很好。', 'productId': '41980317196'}
{'content': '小胎菊，很干，味道清香，泡水色泽清透，价格实惠。', 'productId': '41980317196'}
{'content': '和同事一起泡水喝。大家都说很不错，味道很香，值得入手', 'productId': '41980317196'}
{'content': '这个牌子的产品是非常不错的，一直信赖，大家可以放心购买。', 'productId': '41980317196'}
{'content': '很干净，没有什么灰，什么的', 'productId': '41980317196'}
{'content': '用来泡水去去火，物美价廉，值得入手。', 'productId': '41980317196'}
{'content': '非常实惠，好喝，比超市便宜多了。卖家非常好。下次还来，好评', 'productId': '41980317196'}
{'content': '价格实惠，真材实料，冲水喝，很好喝，发送货都很快，超赞。', 'productId': '41980317196'}
{'content': '不错的菊花茶，真的超级好喝，口感很好，以后会继续购买的～', 'productId': '41980317196'}
{'content': '挺好的，看着挺干净，明天可以泡着喝了', 'productId': '41980317196'}
{'content': '包装不错，菊花也干净好看，卖家有问必答，还会继续购买好评', 'productId': '41980317196'}
{'content': '菊花很干净很漂亮，包装很满意，好评', 'productId': '41980317196'}
{'content': '隔天就收到了呢，这个茶还是不错的，比白开水有味道多了。', 'productId': '41980317196'}
{'content': '试了一次，冲泡简单，颜色好看，口感很好', 'productId': '41980317196'}
{'content': '这个价格实惠，真的很不错，夏天到了，我每年都喜欢买这个胎菊', 'productId': '41980317196'}
{'content': '这款菊花茶很好喝，自己超级喜欢，太满意了，推荐各位购买哦～', 'productId': '41980317196'}
{'content': '个头小，气味非常好闻一股清香扑鼻，看着怪好看，产品相当不错', 'productId': '41980317196'}
{'content': '冲泡后感觉菊花味特别香浓，胎菊新鲜个头大且均匀。', 'productId': '41980317196'}
{'content': '放在办公室里喝很好，特别有味道，这么便宜的宝贝', 'productId': '41980317196'}
{'content': '颜色清亮，花型好看，碎的很少，很满意的一次购物', 'productId': '41980317196'}
{'content': '菊花茶收到了，很棒，挺不错的，味道清新，价格合适，可以的', 'productId': '41980317196'}
{'content': '很不错的卖家～很有耐心～东西也超好哦！', 'productId': '41980317196'}
{'content': '挺好的物美价廉～也没有苦味以前买的天山菊有苦味，这次很好。', 'productId': '41980317196'}
{'content': '菊花的味道很香～用水一泡满屋子都是菊花香的味道～喝起来很好喝的', 'productId': '41980317196'}
{'content': '菊花茶收到了 颜色很正。与网上描述的一致。卖家服务态度也很好', 'productId': '41980317196'}
{'content': '菊花喝的很口可香甜，比我在超市买的还要好，还买一送一台好了～', 'productId': '41980317196'}
{'content': '菊花茶味道很香，挺好的', 'productId': '41980317196'}
{'content': '货以收到，菊花茶味道还可以，跟描述相符，还会回购的', 'productId': '41980317196'}
{'content': '发货很快，颜色质量很好，就是有些**总体来说不错，继续支持!', 'productId': '41980317196'}
{'content': '妈妈说菊花茶很好喝～让我多买几盒～值得购买', 'productId': '41980317196'}
{'content': '质量好 味道好 物流快 下次来', 'productId': '41980317196'}
{'content': '蛮不错的，菊花茶真的十分好喝，这个价钱也很舒服～', 'productId': '41980317196'}
{'content': '香味清香，滋味甘甜，喝出了春天的味道，良心产品，满星好评。', 'productId': '41980317196'}
{'content': '菊花收到后，马上泡上，试了一下，嗯，味道纯正，好评！', 'productId': '41980317196'}
{'content': '菊花收到了，喝起来不错，与描述的一致，满意。发货到货很快，好评', 'productId': '41980317196'}
{'content': '很不错的菊花茶，量多味道正，去火功效非常不错，非常愉快的一次购物', 'productId': '41980317196'}
{'content': '我说句实话，这菊花是好菊花，喜欢的可以下手啦，反正又不怎么贵！', 'productId': '41980317196'}
{'content': '看上去很好，味道也可以没有苦味，特别是盒子很好看。', 'productId': '41980317196'}
{'content': '回头客，第二次购买哦，茶够多，性价比高，发货时间很快，物流很快', 'productId': '41980317196'}
{'content': '质量还是很不错的，应该能喝一段时间了，买一送一嘛，总体好评～', 'productId': '41980317196'}
{'content': '宝贝收到了.非常满意.想不到这么便宜的价格能买到这么好的宝贝！', 'productId': '41980317196'}
{'content': '菊花味很浓，小小的几朵就能泡一大杯，一大杯里只要放几朵就可以了', 'productId': '41980317196'}
{'content': '东西很好，物流也很快，服务也很好，好评，必须好评，一如既往的', 'productId': '41980317196'}
{'content': '花茶收到了，泡了一杯~蛮好喝的，闻起来很舒服~淡淡的菊花香~价格也很划算~', 'productId': '41980317196'}
{'content': '胎菊真的不错，包装十分精致，量多价格优惠，客服态度好，物流快。好评', 'productId': '41980317196'}
{'content': '菊花味道不错，很满意，下次还会来买的', 'productId': '41980317196'}
{'content': '菊花茶收到了浓香入鼻，入口甘甜，汤色金黄，韵味无穷，真心推荐购买', 'productId': '41980317196'}
{'content': '茶舍很清香，已经泡着喝了，大家都挺喜欢喝的。', 'productId': '41980317196'}
{'content': '挺喜欢的，味道比较淡，不知道是好是坏', 'productId': '41980317196'}
{'content': '泡出来非常好看，闻着很好闻，非常满意', 'productId': '41980317196'}
{'content': '收到货了，品质很好，干净新货，降高血压好，奶奶喝了血压稳定下来了', 'productId': '41980317196'}
{'content': '准备一壶白开水，一个玻璃杯，两三个菊花，你就会发现这菊花特别好看', 'productId': '41980317196'}
{'content': '真的很不错的菊花，包装很严实，很上档次，送朋友很有面子，性价比很高', 'productId': '41980317196'}
{'content': '味道淡淡的，一点点甘甜～跟我之前在朋友那里带过来喝的味道一样～很棒哦～', 'productId': '41980317196'}
{'content': '很干净，包装也好看，重要的是茶也很好喝。', 'productId': '41980317196'}
{'content': '买了喝了才来评价，清热去火很棒的效果，吃辣的上火-喝了之后就清爽了好多', 'productId': '41980317196'}
{'content': '每天泡两杯，看着就想喝，花香浓郁，美美的好心情。', 'productId': '41980317196'}
{'content': '包装完整发货速度快。淡淡的菊香味，够我喝一阵子了，很满意', 'productId': '41980317196'}
{'content': '泡好了喝一杯，菊花清香宜人，一朵一杯，味道好闻也不苦，菊花清热去火，', 'productId': '41980317196'}
{'content': '一直都在这家买茶叶～品质好价格优惠包装也很不错～客服态度很好赞一个！', 'productId': '41980317196'}
{'content': '这个菊花茶还不错，味道清香，然后量也挺多的，最近上火喝喝效果很好。', 'productId': '41980317196'}
{'content': '菊花茶味道可以，家里人也说不错，好评', 'productId': '41980317196'}
{'content': '菊花茶收到了，今天泡了一杯很香感觉很新鲜，包装很好，下次还会再来。', 'productId': '41980317196'}
{'content': '新鲜的菊花骨朵，包装精美质量很好物美价廉值得购买～', 'productId': '41980317196'}
{'content': '已经喝上大品牌，估计能喝很久。', 'productId': '41980317196'}
{'content': '包装很好，盒子很好，味道也不错', 'productId': '41980317196'}
{'content': '包装精美质量很好，味道有些淡，之前买的有点苦，这个没有，不知道为什么～', 'productId': '41980317196'}
{'content': '很好的小菊花，打开包装有清香味道，搭配玫瑰花枸记冰糖一起非常棒，好评～', 'productId': '41980317196'}
{'content': '物流很快喝起来口感不错，与介绍的相符家人很喜欢，下次还会买，谢谢京东～', 'productId': '41980317196'}
{'content': '快递物流很快，包装也非常严实，宝贝没有破损，我真的很满意！好评值得入手', 'productId': '41980317196'}
{'content': '货很好～物美价廉、快递也迅速.', 'productId': '41980317196'}
{'content': '人生中第一次买到这么好喝的菊花茶，菊花茶质量很好，特别棒～', 'productId': '41980317196'}
{'content': '花茶不错，泡出来很漂亮，颜色也很好看，很喜欢，花也刚好适合我的杯子。', 'productId': '41980317196'}
{'content': '胎菊挺好，已经泡了几次~干燥完整，不会很多碎的~满满一大盒，比这边卖的便宜多了~', 'productId': '41980317196'}
{'content': '给老公买的，他在工地上班，天使热了，买的给他去去火！', 'productId': '41980317196'}
{'content': '东西收到了，看包装应该不错，还没尝尝，一会儿尝尝看，服务态度很好值得表扬', 'productId': '41980317196'}
{'content': '老公很喜欢喝这个～这次买的非常好～挺不错～', 'productId': '41980317196'}
{'content': '茶已收到。打开包装很干净。泡了一杯试了一下。味道很不错。很满意', 'productId': '41980317196'}
{'content': '物流超快的，包装很严实，单独包装很用心，没有其他什么异味，只有花香很不错', 'productId': '41980317196'}
{'content': '最近我同事上火，最有点臭，素质贼低，把菊花塞他嘴里，降降火，效果特别好！', 'productId': '41980317196'}
{'content': '已经收到，质量很好，喝着口感非常好，味道清香，值得购买。', 'productId': '41980317196'}
{'content': '我特意打开闻了一下才来评价的！哇！好香啊，真的喜欢的不的了，包装也很有爱', 'productId': '41980317196'}
{'content': '茶很甜很香，泡水喝放一点就行了清香爽口～店家服务态度好推荐购买！', 'productId': '41980317196'}
{'content': '很耐心的店主到货也很及时～没想到包装这么细心.', 'productId': '41980317196'}
{'content': '菊花茶收到了，包装很漂亮完整，颗粒很饱满，泡出来味道很清香，下次还会光顾的', 'productId': '41980317196'}
{'content': '自然清香 喝的就自然的味道', 'productId': '41980317196'}
{'content': '不错哦，超级好喝，推荐大家购买，真的非常棒～', 'productId': '41980317196'}
{'content': '花朵泡开是完整的，菊花的香气浓郁，真的好喝。', 'productId': '41980317196'}
{'content': '口味很好，正宗胎菊，包装精美，快递神速，喝完了继续购买，比较耐泡', 'productId': '41980317196'}
{'content': '菊花茶杂质不多，卖家服务态度很好，价格方面也很实惠，很满意的一次购物体验。', 'productId': '41980317196'}
{'content': '不错的菊花茶，味道真的很好喝，整体效果还是很满意的～', 'productId': '41980317196'}
{'content': '这款宝贝不错哦，挺喜欢的，物流速度快，喝起来很好喝～', 'productId': '41980317196'}
{'content': '菊花茶收到了，包装完好无损，花朵均匀，色泽清新，泡水好喝，很愉快的一次购物', 'productId': '41980317196'}
{'content': '各个都挺大的，泡出来很好看的，味道也好。', 'productId': '41980317196'}
{'content': '茶叶很好喝泡都泡开了，给家里的客人喝的还说很好喝～', 'productId': '41980317196'}
{'content': '菊花茶收到了，味道很好，物美价廉，很愉快的一次购物，推荐各位亲们购买', 'productId': '41980317196'}
{'content': '非常好喝，茶花很干净，生产日期比较新鲜，真心不错', 'productId': '41980317196'}
{'content': '卖家人很好～这个还没用看包装应该不错！', 'productId': '41980317196'}
{'content': '产品实用，性价比高，发货时间很快，物流业快，卖家服务很好，包装严密，质量非常好', 'productId': '41980317196'}
{'content': '挺不错的，孩子特别喜欢喝，质量也不错，棒棒哒，一直信赖的', 'productId': '41980317196'}
{'content': '质量很好，味道不错，配送及时', 'productId': '41980317196'}
{'content': '东西收到了，包装很好，比实体店卖的便宜，值得购买。', 'productId': '41980317196'}
{'content': '价格很优惠，服务也很热情，东西质量还不错，给个好评此次鼓励，希望商家越办越好', 'productId': '41980317196'}
{'content': '店家发货相当快～服务也很好～还会再来买的！', 'productId': '41980317196'}
{'content': '很不错的菊花茶，量多味道正，去火功效非常不错', 'productId': '41980317196'}
{'content': '花朵完整，颜色均匀，味道很香，下次还会继续购买你家的菊花茶的', 'productId': '41980317196'}
{'content': '泡上颜色黄黄的，味道很清香，喝着感觉不错，很干净。', 'productId': '41980317196'}
{'content': '最近上火严重，这茶挺好，物流也很快还会再来', 'productId': '41980317196'}
